,sentence_id,topic,label,age,education,ethnicity,pol_alignment,english_proficiency,second_lang,guideline,binary_label,pol,group,gender,orig_labels,orig_labels_binary,Input.ID_in_set,Input.set,Input.ID
159,160,cloning,NO CLAIM,21-30,Some college but no degree,White,7.0,Very well,Yes,1,0,conservative,MC,male,NoArgument,0,1858,train,159
160,161,cloning,CLAIM,21-30,Some college but no degree,White,10.0,Very well,No,1,1,conservative,MC,male,Argument_for,1,13,train,160
161,162,cloning,NO CLAIM,41-50,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,10.0,Very well,No,1,0,conservative,MC,male,Argument_against,1,1078,train,161
162,163,cloning,NO CLAIM,51 or above,"Bachelor's degree (For example: BA, AB, BS)",White,9.0,Very well,No,1,0,conservative,MC,male,NoArgument,0,2050,train,162
163,164,cloning,CLAIM,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,10.0,Very well,No,1,1,conservative,MC,male,NoArgument,0,731,train,163
164,165,cloning,CLAIM,31-40,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,5.0,Very well,No,1,1,conservative,MC,male,Argument_against,1,2079,train,164
165,166,cloning,CLAIM,21-30,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,6.0,Very well,No,1,1,conservative,MC,male,NoArgument,0,435,train,165
166,167,cloning,NO CLAIM,21-30,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",Black or African American,8.0,Well,No,1,0,conservative,MC,male,Argument_for,1,1222,train,166
167,168,cloning,CLAIM,21-30,"Doctorate degree (For example: PhD, EdD)",Black or African American,9.0,Very well,No,1,1,conservative,MC,male,NoArgument,0,1531,train,167
168,169,cloning,NO CLAIM,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,10.0,Very well,No,1,0,conservative,MC,male,NoArgument,0,661,train,168
169,170,cloning,NO CLAIM,31-40,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)","White,Black or African American",9.0,Very well,No,1,0,conservative,MC,male,NoArgument,0,2172,train,169
170,171,cloning,NO CLAIM,31-40,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,8.0,Very well,No,1,0,conservative,MC,male,Argument_for,1,2,train,170
171,172,cloning,NO CLAIM,21-30,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),White,5.0,Well,Yes,1,0,conservative,MC,male,NoArgument,0,1327,train,171
172,173,cloning,NO CLAIM,21-30,Associate degree in college - Academic program,White,8.0,Very well,No,1,0,conservative,MC,male,NoArgument,0,2001,train,172
173,174,cloning,CLAIM,41-50,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,9.0,Very well,No,1,1,conservative,MC,male,NoArgument,0,79,train,173
174,175,cloning,CLAIM,21-30,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),White,9.0,Very well,No,1,1,conservative,MC,male,NoArgument,0,458,train,174
175,176,cloning,CLAIM,21-30,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",Black or African American,6.0,Very well,No,1,1,conservative,MC,male,Argument_for,1,1486,train,175
176,177,cloning,NO CLAIM,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,8.0,Very well,No,1,0,conservative,MC,male,NoArgument,0,1259,train,176
177,178,cloning,CLAIM,21-30,"Doctorate degree (For example: PhD, EdD)",White,9.0,Very well,Yes,1,1,conservative,MC,male,Argument_for,1,980,train,177
178,179,cloning,CLAIM,31-40,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",Black or African American,8.0,Well,Yes,1,1,conservative,MC,male,Argument_against,1,237,train,178
179,180,cloning,CLAIM,21-30,"Doctorate degree (For example: PhD, EdD)",White,9.0,Very well,Yes,1,1,conservative,MC,male,Argument_for,1,986,train,179
180,181,cloning,NO CLAIM,31-40,"Doctorate degree (For example: PhD, EdD)",White,10.0,Very well,No,1,0,conservative,MC,male,Argument_for,1,350,train,180
181,182,cloning,NO CLAIM,21-30,Associate degree in college - Academic program,White,8.0,Very well,No,1,0,conservative,MC,male,NoArgument,0,1990,train,181
182,183,cloning,CLAIM,21-30,Some college but no degree,White,10.0,Very well,No,1,1,conservative,MC,male,Argument_against,1,283,train,182
183,184,cloning,CLAIM,31-40,"Bachelor's degree (For example: BA, AB, BS)",Black or African American,6.0,Very well,Yes,1,1,conservative,MC,male,Argument_against,1,2181,train,183
184,185,cloning,CLAIM,31-40,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,0.0,Very well,No,1,1,conservative,MC,male,NoArgument,0,515,train,184
185,186,cloning,CLAIM,31-40,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",Black or African American,10.0,Very well,No,1,1,conservative,MC,male,NoArgument,0,525,train,185
186,187,cloning,NO CLAIM,31-40,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),White,6.0,Very well,No,1,0,conservative,MC,male,Argument_against,1,1946,train,186
187,188,cloning,NO CLAIM,31-40,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,5.0,Very well,No,1,0,conservative,MC,male,NoArgument,0,676,train,187
188,189,cloning,CLAIM,41-50,Some college but no degree,Black or African American,4.0,Very well,No,1,1,conservative,MC,male,Argument_for,1,1085,train,188
189,190,cloning,NO CLAIM,31-40,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",Black or African American,8.0,Very well,No,1,0,conservative,MC,male,NoArgument,0,2161,train,189
190,191,cloning,NO CLAIM,31-40,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,8.0,Very well,No,1,0,conservative,MC,male,NoArgument,0,1733,train,190
191,192,cloning,CLAIM,41-50,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,8.0,Very well,No,1,1,conservative,MC,male,Argument_against,1,867,train,191
192,193,cloning,NO CLAIM,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,10.0,Very well,No,1,0,conservative,MC,male,NoArgument,0,823,train,192
193,194,cloning,CLAIM,51 or above,Some college but no degree,White,8.0,Very well,No,1,1,conservative,MC,male,NoArgument,0,1276,train,193
194,195,cloning,CLAIM,31-40,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)","White,Black or African American",9.0,Very well,No,1,1,conservative,MC,male,NoArgument,0,1634,train,194
195,196,cloning,CLAIM,21-30,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,6.0,Very well,No,1,1,conservative,MC,male,Argument_against,1,1529,train,195
196,197,cloning,CLAIM,21-30,"Doctorate degree (For example: PhD, EdD)",White,9.0,Very well,Yes,1,1,conservative,MC,male,NoArgument,0,1794,train,196
197,198,cloning,NO CLAIM,31-40,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,0.0,Very well,No,1,0,conservative,MC,male,Argument_for,1,2119,train,197
198,199,cloning,CLAIM,31-40,"Professional School Degree (For example: MD,DDS,DVM,LLB,JD)",Asian,7.0,Very well,No,1,1,conservative,MC,male,Argument_against,1,1849,train,198
199,200,cloning,NO CLAIM,51 or above,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,8.0,Very well,No,1,0,conservative,MC,male,NoArgument,0,495,train,199
200,201,cloning,NO CLAIM,41-50,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,8.0,Very well,No,1,0,conservative,MC,male,NoArgument,0,1015,train,200
201,202,cloning,CLAIM,31-40,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,0.0,Very well,No,1,1,conservative,MC,male,NoArgument,0,920,train,201
202,203,cloning,CLAIM,31-40,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",Black or African American,6.0,Very well,No,1,1,conservative,MC,male,Argument_against,1,262,train,202
203,204,cloning,NO CLAIM,31-40,"Doctorate degree (For example: PhD, EdD)",White,0.0,Very well,No,1,0,conservative,MC,male,Argument_against,1,1384,train,203
204,205,cloning,NO CLAIM,51 or above,"Bachelor's degree (For example: BA, AB, BS)",White,9.0,Very well,No,1,0,conservative,MC,male,NoArgument,0,86,train,204
205,206,cloning,CLAIM,31-40,"Doctorate degree (For example: PhD, EdD)",White,9.0,Very well,No,1,1,conservative,MC,male,NoArgument,0,942,train,205
206,207,cloning,CLAIM,31-40,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",Black or African American,8.0,Very well,No,1,1,conservative,MC,male,NoArgument,0,29,train,206
207,208,cloning,NO CLAIM,41-50,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,9.0,Very well,No,1,0,conservative,MC,male,Argument_for,1,290,train,207
208,209,cloning,NO CLAIM,21-30,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),White,9.0,Very well,No,1,0,conservative,MC,male,NoArgument,0,241,train,208
209,210,cloning,NO CLAIM,51 or above,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,8.0,Very well,No,1,0,conservative,MC,male,Argument_against,1,937,train,209
210,211,cloning,CLAIM,21-30,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,6.0,Very well,No,1,1,conservative,MC,male,NoArgument,0,276,train,210
211,212,cloning,NO CLAIM,51 or above,"Doctorate degree (For example: PhD, EdD)",White,10.0,Very well,No,1,0,conservative,MC,male,NoArgument,0,128,train,211
212,213,cloning,NO CLAIM,51 or above,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,8.0,Very well,No,1,0,conservative,MC,male,NoArgument,0,1353,train,212
213,214,cloning,NO CLAIM,51 or above,Some college but no degree,White,8.0,Very well,No,1,0,conservative,MC,male,NoArgument,0,2105,train,213
214,215,cloning,CLAIM,31-40,"Bachelor's degree (For example: BA, AB, BS)",White,8.0,Very well,No,1,1,conservative,MC,male,NoArgument,0,974,train,214
215,216,cloning,CLAIM,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,8.0,Very well,No,1,1,conservative,MC,male,NoArgument,0,1140,train,215
216,217,cloning,CLAIM,21-30,"Doctorate degree (For example: PhD, EdD)",White,9.0,Very well,Yes,1,1,conservative,MC,male,NoArgument,0,1988,train,216
217,218,cloning,CLAIM,31-40,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)","White,Black or African American",9.0,Very well,No,1,1,conservative,MC,male,NoArgument,0,877,train,217
218,219,cloning,NO CLAIM,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,5.0,Very well,No,1,0,conservative,MC,male,Argument_against,1,541,train,218
219,220,cloning,NO CLAIM,31-40,"Doctorate degree (For example: PhD, EdD)",White,10.0,Very well,No,1,0,conservative,MC,male,NoArgument,0,1936,train,219
220,221,cloning,CLAIM,20 or below,Associate degree in college - Academic program,White,10.0,Very well,No,1,1,conservative,MC,male,NoArgument,0,995,train,220
221,222,cloning,NO CLAIM,21-30,"Bachelor's degree (For example: BA, AB, BS)",Black or African American,7.0,Very well,No,1,0,conservative,MC,male,Argument_against,1,1937,train,221
222,223,cloning,CLAIM,41-50,Some college but no degree,Black or African American,4.0,Very well,No,1,1,conservative,MC,male,Argument_against,1,1667,train,222
223,224,cloning,CLAIM,31-40,"Bachelor's degree (For example: BA, AB, BS)",Black or African American,6.0,Very well,Yes,1,1,conservative,MC,male,NoArgument,0,779,train,223
224,225,cloning,CLAIM,41-50,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,10.0,Very well,No,1,1,conservative,MC,male,Argument_for,1,386,train,224
225,226,cloning,CLAIM,31-40,"Doctorate degree (For example: PhD, EdD)",White,10.0,Very well,No,1,1,conservative,MC,male,NoArgument,0,397,train,225
226,227,cloning,CLAIM,21-30,Some college but no degree,White,7.0,Very well,Yes,1,1,conservative,MC,male,NoArgument,0,1765,train,226
227,228,cloning,NO CLAIM,21-30,"Doctorate degree (For example: PhD, EdD)",White,8.0,Well,Yes,1,0,conservative,MC,male,Argument_for,1,1451,train,227
228,229,cloning,CLAIM,31-40,"Bachelor's degree (For example: BA, AB, BS)",White,8.0,Very well,No,1,1,conservative,MC,male,NoArgument,0,1734,train,228
229,230,cloning,CLAIM,31-40,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",Black or African American,5.0,Very well,No,1,1,conservative,MC,male,Argument_against,1,1683,train,229
230,231,cloning,CLAIM,31-40,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",Black or African American,5.0,Very well,No,1,1,conservative,MC,male,Argument_for,1,1912,train,230
231,232,cloning,CLAIM,41-50,"Bachelor's degree (For example: BA, AB, BS)",White,7.0,Very well,No,1,1,conservative,MC,male,Argument_against,1,221,train,231
232,233,cloning,CLAIM,31-40,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,8.0,Very well,No,1,1,conservative,MC,male,Argument_for,1,403,train,232
233,234,cloning,CLAIM,31-40,"Doctorate degree (For example: PhD, EdD)",White,10.0,Very well,No,1,1,conservative,MC,male,NoArgument,0,248,train,233
234,235,cloning,CLAIM,21-30,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",Black or African American,2.0,Very well,No,1,1,conservative,MC,male,Argument_for,1,1649,train,234
235,236,cloning,NO CLAIM,31-40,"Bachelor's degree (For example: BA, AB, BS)",Black or African American,6.0,Well,No,1,0,conservative,MC,male,NoArgument,0,1389,train,235
236,237,cloning,NO CLAIM,31-40,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,9.0,Very well,Yes,1,0,conservative,MC,male,NoArgument,0,447,train,236
237,238,cloning,NO CLAIM,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,8.0,Very well,No,1,0,conservative,MC,male,Argument_against,1,1018,train,237
238,239,cloning,CLAIM,41-50,"Bachelor's degree (For example: BA, AB, BS)",White,7.0,Very well,No,1,1,conservative,MC,male,Argument_for,1,784,train,238
239,240,cloning,CLAIM,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,8.0,Very well,No,1,1,conservative,MC,male,Argument_against,1,1837,train,239
240,241,cloning,CLAIM,31-40,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",Black or African American,8.0,Very well,No,1,1,conservative,MC,male,NoArgument,0,574,train,240
241,242,cloning,CLAIM,21-30,Some college but no degree,White,10.0,Very well,No,1,1,conservative,MC,male,Argument_against,1,751,train,241
242,243,cloning,NO CLAIM,31-40,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,5.0,Very well,No,1,0,conservative,MC,male,NoArgument,0,1894,train,242
243,244,cloning,CLAIM,31-40,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",Black or African American,8.0,Very well,No,1,1,conservative,MC,male,NoArgument,0,1023,train,243
244,245,cloning,CLAIM,21-30,"Doctorate degree (For example: PhD, EdD)",White,8.0,Well,Yes,1,1,conservative,MC,male,Argument_against,1,308,train,244
245,246,cloning,CLAIM,51 or above,"Bachelor's degree (For example: BA, AB, BS)",White,9.0,Very well,No,1,1,conservative,MC,male,NoArgument,0,1815,train,245
246,247,cloning,NO CLAIM,21-30,"Bachelor's degree (For example: BA, AB, BS)",Black or African American,9.0,Well,Yes,1,0,conservative,MC,male,NoArgument,0,401,train,246
247,248,cloning,CLAIM,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,8.0,Very well,No,1,1,conservative,MC,male,NoArgument,0,207,train,247
248,249,cloning,CLAIM,21-30,"Doctorate degree (For example: PhD, EdD)",White,8.0,Very well,No,1,1,conservative,MC,male,NoArgument,0,60,train,248
249,250,cloning,CLAIM,41-50,Some college but no degree,Black or African American,4.0,Very well,No,1,1,conservative,MC,male,NoArgument,0,382,train,249
250,251,cloning,CLAIM,41-50,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,9.0,Very well,No,1,1,conservative,MC,male,Argument_against,1,968,train,250
251,252,cloning,CLAIM,31-40,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",Black or African American,10.0,Very well,No,1,1,conservative,MC,male,Argument_against,1,681,train,251
252,253,cloning,NO CLAIM,31-40,"Doctorate degree (For example: PhD, EdD)",White,10.0,Very well,No,1,0,conservative,MC,male,NoArgument,0,1664,train,252
253,254,cloning,CLAIM,51 or above,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,8.0,Very well,No,1,1,conservative,MC,male,NoArgument,0,1989,train,253
254,255,cloning,CLAIM,41-50,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,9.0,Very well,No,1,1,conservative,MC,male,Argument_for,1,1971,train,254
255,256,cloning,CLAIM,31-40,"Doctorate degree (For example: PhD, EdD)",White,0.0,Very well,No,1,1,conservative,MC,male,Argument_against,1,875,train,255
256,257,cloning,NO CLAIM,31-40,"Doctorate degree (For example: PhD, EdD)",White,0.0,Very well,No,1,0,conservative,MC,male,NoArgument,0,1642,train,256
257,258,cloning,NO CLAIM,21-30,Some college but no degree,White,10.0,Very well,No,1,0,conservative,MC,male,NoArgument,0,240,train,257
258,259,cloning,CLAIM,31-40,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",Black or African American,6.0,Very well,No,1,1,conservative,MC,male,Argument_for,1,674,train,258
259,260,cloning,NO CLAIM,21-30,"Bachelor's degree (For example: BA, AB, BS)",Black or African American,7.0,Very well,No,1,0,conservative,MC,male,NoArgument,0,1552,train,259
260,261,cloning,CLAIM,31-40,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",Black or African American,10.0,Very well,No,1,1,conservative,MC,male,Argument_against,1,8,train,260
261,262,cloning,NO CLAIM,31-40,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",Black or African American,6.0,Very well,No,1,0,conservative,MC,male,Argument_against,1,1599,train,261
262,263,cloning,CLAIM,31-40,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,8.0,Very well,No,1,1,conservative,MC,male,NoArgument,0,1086,train,262
263,264,cloning,NO CLAIM,31-40,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)","White,Black or African American",9.0,Very well,No,1,0,conservative,MC,male,Argument_for,1,1863,train,263
264,265,cloning,NO CLAIM,31-40,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,5.0,Very well,No,1,0,conservative,MC,male,NoArgument,0,1168,train,264
265,266,cloning,CLAIM,31-40,"Bachelor's degree (For example: BA, AB, BS)",White,8.0,Very well,No,1,1,conservative,MC,male,Argument_against,1,1732,train,265
266,267,cloning,NO CLAIM,31-40,"Bachelor's degree (For example: BA, AB, BS)",Black or African American,6.0,Well,No,1,0,conservative,MC,male,Argument_for,1,1993,train,266
267,268,cloning,NO CLAIM,41-50,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,10.0,Very well,No,1,0,conservative,MC,male,Argument_for,1,634,train,267
268,269,cloning,CLAIM,31-40,"Bachelor's degree (For example: BA, AB, BS)",Black or African American,6.0,Very well,Yes,1,1,conservative,MC,male,Argument_against,1,777,train,268
269,270,cloning,CLAIM,41-50,11th grade,"White,American Indian or Alaska Native",7.0,Very well,No,1,1,conservative,MC,male,NoArgument,0,1215,train,269
270,271,cloning,CLAIM,31-40,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",Black or African American,8.0,Well,Yes,1,1,conservative,MC,male,Argument_against,1,891,train,270
271,272,cloning,CLAIM,31-40,"Doctorate degree (For example: PhD, EdD)",White,10.0,Very well,No,1,1,conservative,MC,male,NoArgument,0,239,train,271
272,273,cloning,NO CLAIM,31-40,"Doctorate degree (For example: PhD, EdD)",White,10.0,Very well,No,1,0,conservative,MC,male,NoArgument,0,249,train,272
